Cover Name,Section Name,Feature Name,Feature ID,Point to Consider,Policy Name,Policy Code,Policy Insurer,Policy Wording Path,Policy Content,Policy Icon,Policy Page
Private Motor (including Prestige),Third Party Property Damage - Related Benefits,Return of Vehicle Following Repairs,30540,"Reasonable cost to return the vehicle to its usual garaging address following repairs or it's recovery after being stolen.

A monetary limit may apply and coverage under this benefit may be combined with Emergency Travel.

There is usually a condition that the vehicle must be more than a specified number of kilometres from its usual garaging address for cover to come into effect.",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Third Party Property Damage - Related Benefits,Towing/ Storage/ Protection,4691,"If the vehicle is unable to be driven following an event for which a  claim has been accepted, the Insurer will pay the reasonable cost of removing the vehicle to the nearest repairer or place of safety.

Cover may also include storage costs for a specified period of time or until  the claim has been paid. ",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Third Party Property Damage - Related Benefits,Uninsured Motorists Extension,4692,"When cover for Third Party Property Damage Fire and Theft or Third Party Liability Only has been selected the Policy can automatically extend to cover damage to the Insured vehicle following an accident involving an uninsured driver.The third party driver must be at fault, this will be determined by the Insurer. The benefit is provided up to a limited value and would be subject to the Insured driver providing the registration number of the other vehicle and the name and address of the third party driver. ",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Third Party Property Damage - Related Benefits,Other,13135,Some Insurers may offer Benefits and Features under their Third Party Property Damage Only policy over and above what is normally covered. Any additional coverage will be outlined here.  ,Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Third Party Fire and Theft - Related Benefits,Automatic Cover on Replacement Vehicles,13136,"If during a period of insurance, the Insured decided to replace the insured vehicle, then the policy provides automatic cover for the substitute vehicle for a stated number of days.

Cover on a replacement vehicle is on the standard policy terms from the date of purchase, provided that the Insured notifies the insurer within a stated number of days after the date of purchase.

The amount that the vehicle is insured for may be limited to a monetary figure, the purchase price or the market value (or the lesser of each).

Some Insurers will only offer this benefit if the value of the replacement vehicle is below a certain amount.  ",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Third Party Fire and Theft - Related Benefits,Emergency Accommodation - Insured Away from Home,30541,"The benefit provides cover for reasonable accommodation costs if the insured vehicle is unable to be driven following insured loss or damage whilst beyond a stated distance from the usual garaging address.

There is usually a monetary limit placed on the cover and this limit may be combined with other costs such as Emergency Travel and/or Transport Costs.

Most Insurers will stipulate that cover will only come into effect if the Insured had not already intended to pay for overnight accommodation.

This benefit may be additional to the Sum Insured or Market Value.  ",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Third Party Fire and Theft - Related Benefits,Emergency Repairs,30542,"This benefit provides cover for any emergency repairs that the vehicle may require following an insured loss to enable it to be driven to a place of safety and/or the point of departure.

A sub-limit will generally apply beyond which authorisation must be obtained from the Insurer.  ",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Third Party Fire and Theft - Related Benefits,Emergency Travel - Insured Away from Home,30543,"The benefit provides cover for reasonable travel costs if the insured vehicle is unable to be driven following insured loss or damage whilst beyond a stated distance from the usual garaging address.

There is usually a monetary limit placed on the cover and this limit may be combined with other costs such as Emergency Accommodation and/or Transport Costs.

This benefit may be additional to the Sum Insured or Market Value.  ",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Third Party Fire and Theft - Related Benefits,Legal Costs - Coroner or Magistrate,30544,"This benefit provides coverage for legal costs and expenses incurred in defending any court proceedings arising from accidental loss damage or liability covered under policy.

It will usually exclude legal costs and expenses relating to criminal or traffic proceedings.

This benefit may be additional to the SI or market value.  ",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Third Party Fire and Theft - Related Benefits,Personal Property Stolen or Damaged (separate from Tools/Tools of Trade),30545,"This benefit provides cover for personal property that is damaged as a result of the vehicle being damaged in an insured event. 

There is usually a stipulation that the property must be in or on the vehicle at the time of the event and it usually includes personal property that was stolen along with the vehicle.

There is usually a monetary limit placed on the cover and the definition of what the Insurer considers Personal Property can vary so it would be prudent for the Insured to understand the definition.  ",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Third Party Fire and Theft - Related Benefits,Rental Vehicle After Theft (Excluding Running and Incidental Costs),13137,"This benefit pays the reasonable costs to hire a vehicle for a stated period, usually 14 days, if the insured vehicle is stolen. 

The benefit usually ceases upon (a) expiration of the stated period or (b) when the vehicle is returned to the Insured undamaged or (c) when the vehicle is repaired and returned to the Insured or (d) the claim is paid - whichever occurs first.

Some Insurers will impose a daily hire limit whilst others will impose a total monetary limit per claim. Insurers usually restrict the hired vehicle to being similar to the insured vehicle or a small car. 

This benefit may be additional to the Sum Insured or Market Value.  ",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Third Party Fire and Theft - Related Benefits,Replacement of Keys/Locks After Theft of Keys,30546,Reasonable costs to replace or recode keys and locks following the theft of the keys. There is usually a proviso that the theft must be reported to the police. A monetary limit usually applies and cover may or may not be free of excess. Some Insurers will extend cover to include the lock being maliciously damaged whilst others will place the restriction that there must be other claimable damage as well. This benefit may be additional to the SI.,Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Third Party Fire and Theft - Related Benefits,Return of Vehicle Following Repairs,30547,"Reasonable cost to return the vehicle to its usual garaging address following repairs or it's recovery after being stolen.

A monetary limit may apply and coverage under this benefit may be combined with Emergency Travel.

There is usually a condition that the vehicle must be more than a specified number of kilometres from its usual garaging address for cover to come into effect.",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Third Party Fire and Theft - Related Benefits,Return of Vehicle Following Theft,30548,"Reasonable cost to return the vehicle to its usual garaging address following repairs or it's recovery after being stolen.

A monetary limit may apply and coverage under this benefit may be combined with Emergency Travel.

There is usually a condition that the vehicle must be more than a specified number of kilometres from its usual garaging address for cover to come into effect.",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Third Party Fire and Theft - Related Benefits,Taxi/Transport Cover for Drop off/Pick Up - Separate from Emergency Transport Away from Home,30549,"Some Insurer will offer additional cover for the Insured to catch a taxi home after dropping their Vehicle off for repairs and to catch a return taxi when collecting the Vehicle. 

This is separate cover from that provided under Emergency Transport as there is no requirement that the repair facility or Insured be beyond a specified distance from the Insured's home for it to come into effect.  ",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Third Party Fire and Theft - Related Benefits,Towing/Storage/Protection,13138,"If the vehicle is unable to be driven following an event for which a  claim has been accepted, the Insurer will pay the reasonable cost of removing the vehicle to the nearest repairer or place of safety.

Cover may also include storage costs for a specified period of time or until  the claim has been paid. ",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Third Party Fire and Theft - Related Benefits,Uninsured Motorists Extension,13139,"When cover for Third Party Property Damage Fire and Theft or Third Party Liability Only has been selected the Policy can automatically extend to cover damage to the Insured vehicle following an accident involving an uninsured driver.The third party driver must be at fault, this will be determined by the Insurer. The benefit is provided up to a limited value and would be subject to the Insured driver providing the registration number of the other vehicle and the name and address of the third party driver. ",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Third Party Fire and Theft - Related Benefits,Other,13140,Some Insurers may offer Benefits and Features under their Third Party Property Damage Fire and Theft policy over and above what is normally covered. Any additional coverage will be outlined here.  ,Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Legal Liability,Limit of Liability,581,"Outlines the monetary limit payable for claims made against the Insured for property damage as a result of accidents involving the insured vehicle. 

Cover may also extend to the Insured using a substitute vehicle and/or the liability of the Insured's principal partner, employer or government if the vehicle was being used on their behalf.  ",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Legal Liability,Broken Down Vehicle Liability - Whilst Attached,13141,Outlines whether the Legal Liability cover extends to include property damage caused by a broken down vehicle being towed by the insured vehicle.  ,Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Legal Liability,Caravan Liability - Whilst Attached,584,Outlines whether the Legal Liability cover extends to include property damage caused by a caravan while attached to the insured vehicle.  ,Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Legal Liability,CTP Gap Cover,4693,"Outlines whether the Insurer offers cover for the legal liability that the Insured incurs as a result of bodily injury to a third party. 

Coverage under this section would be over and above what is payable under a Compulsory Third Party Insurance policy and will exclude any amounts already paid by the CTP Insurer.  ",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Legal Liability,"Employer, Principal, Partner or Government Liability",13142,"Insurer pays up to the limit of liability when a principal, employer or partner the Government is held legally liable to pay for accidental damage to property belonging to other people.This damage must have occurred as a result of an accident while using the insured vehicle on business provided it is not a use excluded in the cover.  ",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Legal Liability,Legal Liability Defence Costs - Written Consent Obtained,13143,"Covers legal costs and expenses Insured is liable to pay following legal proceedings bought by or against them within Australia. In most cases the Insured must notify the Insurer during the period of insurance and obtain prior written consent.

These costs may be additional to the Limit of Liability and monetary limit may apply.  ",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Legal Liability,Maritime Contribution,586,"If an insured vehicle is being transported by sea between ports within Australia this benefit covers any amount that the Insured is required to pay if ""general average"" is declared under Maritime Law.

General Average is a legal principle of Maritime Law where all parties in a sea venture proportionally share any losses resulting from a voluntary sacrifice of part of the ship or cargo to save the whole.  ",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Legal Liability,Substitute Vehicle Liability - Excluding Loss or Damage to Substitute Vehicle,13144,Liability section will generally extend to include any vehicle not owned by the Insured that is being driven by Insured or any employee in connection with the Insured's business when the Insured vehicle is in an unusable condition or being serviced or repaired. Varying conditions and exclusions will apply to the use of substitute vehicle. Cover is for Liability only and will exclude material damage to the substitute vehicle.,Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Legal Liability,Trailer Liability - Whilst Attached,587,Outlines whether the Legal Liability cover extends to include property damage caused by a trailer while attached to the insured vehicle.  ,Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Excess,Basic,2267,"The amount payable by the Insured when making a claim. The amount payable varies with Insurer.

The application of a basic excess is to reduce nuisance claims that only involve very minor damage and to prevent the Insured from using their insurance as a maintenance policy.

Some Insurers provide the opportunity to reduce or remove the Basic Excess on payment of an additional premium.  ",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Excess,Age,2268,"If the vehicle was being driven by (a) a nominated or declared driver younger than the prescribed age in the wording or (b) a driver who is not nominated or declared who is younger than the prescribed age but does not drive the vehicle regularly, an Age excess applies. 

The amount payable varies with Insurer as do the ages prescribed. The Insurer will also usually outline what parameters that the driver needs to fall within to be considered a regular driver.

This amount is usually in addition to the Basic Excess and cannot be removed or reduced on payment of an additional premium. Some Insurers will however not apply the Age excess to a learner driver who is under instruction from a fully licensed driver.  ",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Excess,Inexperienced Driver,2271,"If the vehicle was being driven by (a) a nominated or declared driver who is older than the prescribed Age but has limited driving experience or (b) a driver who is not nominated or declared who is older than the prescribed Age but has limited driving experience and does not drive the vehicle regularly, an Inexperienced Driver excess applies. 

The amount payable varies with Insurer as does the age and experience prescribed. The Insurer will also usually outline what parameters that the driver needs to fall within to be considered a regular driver.

This amount is usually in addition to the Basic Excess and cannot be removed or reduced on payment of an additional premium.  ",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Excess,Undeclared Inexperienced/ Young Driver,2276,"If the vehicle was being driven by a young or inexperienced driver who has not been declared or nominated on the policy but is found to be a regular driver, an Undeclared Inexperienced/Young Driver excess applies. 

The amount payable varies with Insurer as does the age and experience prescribed. The Insurer will also usually outline what parameters that the driver needs to fall within to be considered a regular driver.

This amount is usually in addition to the Basic Excess and cannot be removed or reduced on payment of an additional premium.  ",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Excess,Additional Excesses,2272,"Outlines any additional excesses that the Insurer may apply.

Examples of these are a Theft Excess payable if the vehicle is stolen and an Imposed or Underwriting Excess that the Insurer may impose due to a perceived increased risk such as driving history, claims history, vehicle type and/or modifications.

Any additional excess will be in addition to all other applicable excesses and will be disclosed in the policy wording and/or schedule.  ",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Excess,Voluntary Excess - For a Reduced Premium,13145,Does the Insurer provide the ability to increase the excess under the policy which will in turn reduce the premium?  ,Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Excess,Excess Conditions,4694,"There may be certain circumstances where one or more excess may not be imposed. 

The Insurer will outline these circumstances in the wording along with any applicable policy conditions.

An example of the circumstances where an excess does not apply is where the Insured/driver is wholly not at fault and can provide details of the vehicle, registration number and name and address of the responsible party.  ",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Excess,Learner Driver Excess - Separate Conditions,30550,"Many Insurers are now offering separate Excess conditions for a claim involving a Learner Driver.

Whilst most Insurers have an Age Excess that would usually apply, some Insurer's are recognising that a Learner Driver is under instruction of a fully licenced driver and apply the Excess that would normally apply to the instructing driver.  ",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Conditions and Exclusions,Computer/ Electrical/ Electronic/ Mechanical Failure,4695,"Loss or damage to a vehicle as a result of computer, electrical, electronic and mechanical failure is usually excluded under a motor vehicle policy.

Some Insurers will provide cover if it can be proven that the failure did not contribute to the loss or damage.  ",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Conditions and Exclusions,Damage Intentionally Caused by Insured or on Their Behalf,13146,Any loss damage or liability that is intentionally (a) caused by the insured or their family or (b) caused by anyone acting with the Insured's express or implied consent.,Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Conditions and Exclusions,Dangerous Goods,30551,"Loss, damage or liability arising from the transportation of dangerous goods or hazardous substances. Most policies will exclude cover due to the dangerous nature of the substances as well as the likelihood of increased costs involved in cleaning up and settling a claim of this nature.

Some policies will offer cover but there is usually a monetary limit involved.  ",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Conditions and Exclusions,Defect or Fault,30552,Loss or damage to an insured Vehicle as a result of a defect or fault in the Vehicle is usually excluded under a motor Vehicle policy. This type of loss or damage is usually considered inherent and it therefore not insurable.  ,Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Conditions and Exclusions,Depreciation/Wear and Tear/Rust/Corrosion,4696,"Loss or damage to an insured Vehicle as a result of depreciation, wear and tear, rust or corrosion is usually excluded under a motor Vehicle policy. This type of loss or damage is usually considered inherent and it therefore not insurable. ",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Conditions and Exclusions,"Disease - Including Epidemic, Pandemic and Quarantinable Diseases",37216,"Loss, damage or liability that relates to any disease. This may include but is not limited to an epidemic, pandemic and/or quarantinable diseases.

<a href = ""pci/ui/Epidemic_Pandemic_Quarantinable_Diseases_Vehicle.pdf"">Click here for information of quarantine notifiable diseases</a>    ",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Conditions and Exclusions,Failure to Secure/ Protect,4698,Policy wordings may exclude damage to the vehicle due to the Insured's failure to secure and/or protect the vehicle or include a Policy Condition that the Insured must take reasonable steps at all times to make sure the vehicle is secure and protected from possible loss.The exclusion and/or Policy Condition can extend to include failure to secure or protect the vehicle following a loss.  ,Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Conditions and Exclusions,Fuel - Use of Incorrect Grade or Type,13147,Some Insurers will exclude loss or damage to the vehicle as a result of the Insured using the incorrect type or grade of fuel. This exclusion can also extend to exclude third party property damage that the vehicle causes as a result of the use of an incorrect type or grade of fuel.  ,Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Conditions and Exclusions,Incidents Involving Drugs and Alcohol With Insured's Knowledge,4697,"Loss damage or liability to the insured vehicle or by the insured vehicle if the vehicle is driven by an Insured or any person with the Insured’s consent who is (a) driving with more than the prescribed amount of alcohol in their system and/or (b) is driving whilst under the influence of drugs.

Being under the influence of drugs can include both prescribed drugs that impair the drivers ability and non-prescribed or illegal drugs.  ",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Conditions and Exclusions,Lawful Confiscation/ Destruction,4699,"Loss, damage or liability for the lawful destruction, confiscation nationalisation or requisition of insured property by any Government or local authority.",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Conditions and Exclusions,Loss of Use,4700,Loss of use and/or any financial loss suffered by the Insured as a result of loss or damage to the insured vehicle.,Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Conditions and Exclusions,Motor Trade Experiments/Tests/Trials,13148,"Loss of or damage to the insured vehicle whilst participating in any motor trade experiment, test or trial.  ",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Conditions and Exclusions,Overloading Contribution to Loss or Damage,4701,"The loss of or damage to the insured vehicle as a result of the vehicle carrying a load that is greater than the designed carrying capacity of the vehicle.The Insurer may waive the exclusion when the person driving or in charge of the vehicle did not know, or could not reasonably have known, that the load was greater than the designed carrying capacity. ",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Conditions and Exclusions,Overnight Parking Within Proximity of Insured's Address,13149,"Loss or damage to the insured vehicle while it was parked within a certain distance of it's usual garaging address overnight.

This usually applies when the Insured has declared that the vehicle is garaged overnight and it hasn't been but is still close to that address.

A distance on the proximity to the Insured's address will apply.  ",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Conditions and Exclusions,Racing/Time Trials/Motor Sport,4702,"Loss of or damage to the insured vehicle whilst participating in any racing, motor time trials and/or motor sports.  ",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Conditions and Exclusions,Sanction Limitation Exclusion,30553,"Sanction limitations clauses are commonly found in insurance policies and may be drafted as an exclusion or a policy condition. Generally, Insurers will avoid liability for a claim or notification arising from international sanctions or other laws prohibiting insurance, e.g. sanctions relating to Iranian transactions. The limitation clause usually specifies Insurers’ right to avoid a claim or notification if it may result in a breach of international sanctions or other laws.  Note such a breach could result in the insurer being penalised.
",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Conditions and Exclusions,Security System - Not Activated/Working,13150,"Loss or damage to or theft of the insured vehicle when it was fitted with a security system that was either not activated or not working at the time.

This usually applies when the Insurer has placed a security requirement on the policy or the Insured has declared certain security fitted.  ",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Conditions and Exclusions,Terrorism,4703,"Any loss or damage that arises out of an act of terrorism. This may be a blanket exclusion or limited to certain types of terrorism such as nuclear, chemical or biological.",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Conditions and Exclusions,Tyre Damage - Use of Brakes/ Punctures etc,4704,"The loss of or damage to the insured vehicles tyres resulting from the use of brakes, punctures or when the insured vehicle has not been involved in an accident.Policies tend to include cover resulting from theft or a malicious act by an unknown person. ",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Conditions and Exclusions,Undeclared/Unauthorised Modifications that Enhance Speed/Performance,4705,Policies will generally exclude any modifications that are not standard manufactures specification or any modification that enhances the performance of the vehicle.Some wordings may also contain a Policy Condition that modifications which are not standard must be declared to Insurer. ,Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Conditions and Exclusions,Unlawful Use,4706,"Loss, damage or liability which occurs through the use of or as a result of the vehicle being used to breach any laws",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Conditions and Exclusions,Unlicensed Drivers with Insured's Knowledge,4707,Loss damage or liability to the insured vehicle or by the insured vehicle if the vehicle is driven by an insured or any person with the insured’s consent who is not licensed under relevant laws to drive such a vehicle.  ,Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Conditions and Exclusions,Unregistered Vehicle,4708,Material loss or damage and/or Liability sections of a policy may exclude cover for unregistered vehicles or vehicles that do not have the appropriate registration or permit required by law. This exclusion can also extend to include unregistered substitute vehicles.,Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Conditions and Exclusions,Unsafe/Non-roadworthy Condition Contributing to Incident,4709,Loss or damage or liability if vehicle is used in an unsafe or unroadworthy condition unless such could not have been easily detected by an Insured prior to the incident.This exclusion generally does not apply if it can be shown that any loss or liability was not caused or contributed to by such unsafe or unroadworthy condition.This exclusion can be inoperative if the Insured can prove they were unaware that the vehicle was in an unsafe or unroadworthy condition.,Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Conditions and Exclusions,Use for Hire,4710,The loss of or damage to the insured vehicle whilst hired out or whilst used to carry passengers for a fare or reward.The general exception is when the vehicle is being used in a private car pooling arrangement.Some Insurers will include an endorsement to the wording that will extend cover for the use of hire.  ,Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Conditions and Exclusions,Use for Paid Driving Tuition,30554,"Any loss, damage or liability that occurs when the Vehicle is being used for paid driving tuition.

Most Insurers will exclude cover as it has occurred during the operation of a commercial activity. Some Insurers may offer cover if the activity has been disclosed to them and they have agreed to cover.

Where a policy is silent on whether cover would be provided, it is a good idea to refer to the definition of Vehicle Use (if provided) or alternatively refer the policy to the Insurer.  ",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Separate Basis of Settlement Clause,Choice of Repairer,9138,"In an endeavour to keep the costs of repairs down (and to make the repair of a damaged vehicle as timely as possible for their customers), many Insurers have compiled a network of selected repairers to which their customers are directed following an accident. The Insured is often given the choice to decide which of the Insurer’s chosen repairers they want to do the work on their vehicle. In the majority of cases this is a satisfactory arrangement for the customer particularly if they haven’t had any experience with smash repairers in the past.

In a number of cases though, the Insured may be unhappy with this arrangement, particularly if they have a repairer who has done work for them in the past and they wish to use the same repairer again. Most Insurers will allow their customers to submit a quote from a repairer outside of the Insurer’s chosen network and if the quote is acceptable to the Insurer then authorisation is usually given.In some instances, particularly with specialist vehicle Insurers, the Insurer will offer the Insured their choice of repairer. In all cases, however, the Insured needs to be aware that the Insurer will may retain the right to pay only the most competitive quote. They may also retain the right to select the method of repair e.g. whether to panel beat a damaged door panel or whether to replace it with a new panel.

For those Insurers who do not have their own network of repairers it is usual practice to request that the Insured obtain quotes from two repairers and the Insurer will advise which quote is acceptable to them. If the Insurer authorises the repairs they will normally deal directly with the repairer, with the Insured usually only having to pay the excess either to the Insurer or directly to the repairerIn the event that the Insurer and the Insured cannot agree on who is to do the repairs, the Insured can always choose to authorise and pay their own repairer, but the Insurer is not obligated to pay any more than the quote they had selected and they will not usually guarantee any of the repairs.",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Separate Basis of Settlement Clause,Freight Charges - Parts,13125,This benefit provides cover for any additional freight charges applicable when parts are not locally available and need to be sourced elsewhere within Australia and/or overseas.  ,Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Separate Basis of Settlement Clause,Genuine Parts Guarantee,13127,"When this benefit applies, the Insurer will only authorise repairs on the basis that only the manufacturers genuine parts will be used.

There may be conditions places on the usage such as that they be locally available or that the vehicle still be within the manufacturers new vehicle warranty period. 

This benefit may be additional to the SI or market value.  ",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Separate Basis of Settlement Clause,Imported Vehicles,30555,"Outlined whether the Insurer has a separate Basis of Settlement when it comes to Imported Vehicles.

As parts for imported Vehicles can be difficult to obtain and may involve an additional cost, some Insurers will have a separate basis of settlement for them.  ",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Separate Basis of Settlement Clause,Period Required Missing for a Stolen Vehicle to be Declared a Total Loss,30557,"Outlines the period that a stolen Vehicle must remain missing for the Insured to consider it a total loss and settle the claim accordingly.

As these periods can vary it is important to check what they are as the Insure may be without a Vehicle during this period.  ",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Separate Basis of Settlement Clause,Repair Guarantee,111,Outlines whether the Insurer will guarantee quality of materials and labour used in repairs arranged by them at an appropriate approved repairer.The length of the guarantee can vary and may be for life and/or whilst the Insured remains the registered owner.,Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
